Time (UTC),U [m/s],theta [deg],P [MW],Price [€/MWh]
47605.04167,13.59,214.2,1000,28.18
47605.08333,14.65,209.7,1000,27.68
47605.125,14.45,209.2,1000,28.48
47605.16667,13.45,201.3,1000,29.549999
47605.20833,13.43,198.60001,1000,44.68
47605.25,12.69,193.60001,1000,45.889999
47605.29167,12.6,193.10001,1000,47.18
47605.33333,12.67,191.60001,997.40002,40.25
47605.375,13.61,182.2,1000,39.950001
47605.41667,14.02,176.5,1000,39.02
47605.45833,14.62,176.3,1000,38.099998
47605.5,14.44,170.5,1000,37.619999
47605.54167,14.46,171.10001,1000,36.880001
47605.58333,14.03,176.2,1000,37.369999
47605.625,14.15,176,1000,38.529999
47605.66667,12.02,169.10001,873.79999,37.990002
47605.70833,11.74,170.39999,831.20001,40.169998
47605.75,11.69,169.5,825,40.439999
47605.79167,12.46,167.89999,965.29999,40.07
47605.83333,13.53,172.5,1000,38.049999
47605.875,9.4200001,225.3,550.79999,37.59
47605.91667,9.5799999,207.39999,584.79999,36.029999
47605.95833,13.38,193.7,1000,34.23
47606,15.1,204.2,1000,32.119999
47606.04167,11.52,269.20001,814.20001,31.16
47606.08333,11.24,283.10001,735.5,30.530001
47606.125,11.67,290.29999,775.29999,32.220001
47606.16667,8.7600002,296.29999,343.39999,34.25
47606.20833,7.4400001,289,204.3,40.110001
47606.25,5.79,279,97.099998,48.169998
47606.29167,6.5500002,274.5,137,50.009998
47606.33333,7.6500001,280.89999,227.89999,46.830002
47606.375,9.0299997,268,380.89999,44.279999
47606.41667,8.6199999,276.60001,327.70001,38.48
47606.45833,9.6700001,276.89999,449.5,37.950001
47606.5,9.7600002,279.20001,438.89999,37.369999
47606.54167,8.6499996,281,292.10001,37.09
47606.58333,8.2799997,285.70001,230.89999,36.459999
47606.625,7.6100001,287.20001,173.3,36.490002
47606.66667,7.1100001,287.60001,144.3,37.490002
47606.70833,7.29,295,161.60001,37.919998
47606.75,7.0700002,298.70001,141.10001,39.150002
47606.79167,3.9100001,280.79999,19.299999,39.740002
47606.83333,2.4100001,246.10001,-4.5999999,44.18
47606.875,3.6199999,220.5,23.5,40.080002
47606.91667,4.21,237.8,34.200001,35
47606.95833,5.5300002,232.2,82.199997,34.240002
47607,6.48,237,127.5,33.32
47607.04167,6.2399998,242.89999,99.599998,33.880001
47607.08333,6.0700002,244.2,98.599998,33.720001
47607.125,5.48,251.60001,64.699997,33.880001
47607.16667,4.0700002,242.2,19.1,36.759998
47607.20833,4.1199999,224.89999,24,46.48
47607.25,4.4899998,215.7,35.200001,53.369999
47607.29167,5.48,203.60001,77,57.52
47607.33333,6.4699998,208.7,121.5,49.689999
47607.375,6.96,211.89999,155.7,45.560001
47607.41667,6.9299998,202.39999,191.60001,42.560001
47607.45833,7.3299999,205.7,215.3,39.299999
47607.5,6.8400002,216.2,148,36.720001
47607.54167,5.8499999,219.60001,86.199997,36.490002
47607.58333,5.5799999,221.5,72.800003,34.939999
47607.625,5.21,228.2,59.5,36.77
47607.66667,4.5300002,223.3,42.900002,39.200001
47607.70833,4.46,229.39999,39.599998,45.240002
47607.75,4.3499999,238.39999,32.799999,44.860001
47607.79167,3.8099999,237.60001,18.4,43.59
47607.83333,2.6300001,233.39999,-4.5999999,41.23
47607.875,2.77,201.7,5.8000002,38.919998
47607.91667,2.6900001,177,5.1999998,33.959999
47607.95833,3.77,165.89999,21.799999,33.59
47608,3.53,171.3,13.9,30.6
47608.04167,3.74,171,17.799999,28.030001
47608.08333,4.5300002,165.39999,35.5,25.98
47608.125,4.2800002,168.10001,24.9,25.52
47608.16667,4.6100001,168.3,31,27.02
47608.20833,5.6799998,173.10001,78.800003,30.74
47608.25,5.5700002,179.3,84,33.549999
47608.29167,5.1700001,176.89999,63.700001,37.439999
47608.33333,5.5999999,182.89999,90.400002,35.07
47608.375,5.77,186.60001,100.9,35.459999
47608.41667,5.4000001,187.7,85.800003,34.970001
47608.45833,4.52,187.7,47,33.049999
47608.5,3.8599999,181.60001,28.1,31.809999
47608.54167,4.1300001,181.60001,38,31.379999
47608.58333,3.8099999,165.3,25.6,31.1
47608.625,3.6199999,150,13.4,31.99
47608.66667,3.6099999,128.5,13.3,30.73
47608.70833,3.79,128.39999,13.5,34.939999
47608.75,3.6199999,126.6,20.1,37.32
47608.79167,4.0700002,128.39999,29.6,37.43
47608.83333,4.0300002,124.4,25.1,35.110001
47608.875,5.4000001,118.1,66.800003,32.970001
47608.91667,7.0999999,119.4,144.39999,25.030001
47608.95833,8.2799997,136.39999,221,20.860001
47609,9.6700001,153.10001,342.29999,21.639999
47609.04167,8.8999996,160.60001,264,22.959999
47609.08333,8.75,164.7,258.89999,21.51
47609.125,9.3800001,173.7,324.79999,21.57
47609.16667,9.4799995,177.3,324.20001,17.940001
47609.20833,8.7799997,183.89999,273.29999,16
47609.25,8.7600002,184.60001,279.70001,17.32
47609.29167,8.6000004,184.5,259.20001,21.1
47609.33333,7.1900001,193.7,159.10001,26.68
47609.375,6.52,187.7,122,25.98
47609.41667,6.1300001,178.8,92.5,21.299999
47609.45833,5.6399999,176.5,86.699997,20.85
47609.5,5.1500001,165.5,72.400002,18.26
47609.54167,5.48,154.5,88.699997,15.6
47609.58333,6.4099998,144.39999,133,14.16
47609.625,6.7199998,138.39999,139.39999,20.83
47609.66667,6.6100001,137.60001,141.60001,25.09
47609.70833,7.4299998,141.10001,214,29.379999
47609.75,8.1700001,139.2,278.60001,34.290001
47609.79167,8.3699999,138.3,283,36.790001
47609.83333,9.5600004,138.2,417.20001,33.939999
47609.875,10.03,137.10001,465,30.459999
47609.91667,10.5,145,532.29999,25.02
47609.95833,12.81,153.5,850.5,15.64
47610,13.76,159.60001,973.09998,16.15
47610.04167,14.37,166.60001,1000,16.040001
47610.08333,14.11,173.2,1000,16.870001
47610.125,13.27,180.2,984.20001,17.75
47610.16667,11.78,187.2,818.90002,26.700001
47610.20833,10.87,192.89999,743,41.509998
47610.25,10.6,189.7,562.09998,48.07
47610.29167,10.07,183.89999,476.20001,46.810001
47610.33333,9.3000002,183.3,359.10001,43.650002
47610.375,8.5900002,183.8,275.60001,38.360001
47610.41667,7.1700001,174.89999,165.5,33.779999
47610.45833,7,177.10001,158,33.220001
47610.5,7.1500001,177.60001,184.2,33.27
47610.54167,8.0100002,163.7,249.89999,32.459999
47610.58333,8.0299997,152.5,248.89999,33.66
47610.625,8.1400003,142.10001,284.79999,34.799999
47610.66667,8.7299995,142.10001,358,40.32
47610.70833,8.6000004,137.5,287.29999,48.369999
47610.75,8.0900002,136.5,239.8,58.18
47610.79167,8.2600002,134.89999,248.5,48.810001
47610.83333,8.4099998,130.39999,278.89999,39.970001
47610.875,9.3000002,124.4,371.10001,33.860001
47610.91667,10.97,131,523,27.27
47610.95833,12.5,136.39999,736,22.01
47611,12.78,140.39999,827.90002,20.09
47611.04167,13.42,144.7,942.40002,16.950001
47611.08333,13.25,149.3,863.90002,17.73
47611.125,13.11,151.8,850.29999,18.01
47611.16667,13.08,154,896.90002,26.299999
47611.20833,13.16,151.60001,855.90002,32.98
47611.25,14.01,149,995.40002,37.029999
47611.29167,13.54,149.8,928.79999,37.950001
47611.33333,13.69,147.89999,951.59998,34.360001
47611.375,13.15,149.3,891.40002,34.830002
47611.41667,12.25,145,786,34.130001
47611.45833,14.05,136,979.79999,32.490002
47611.5,14.32,136.89999,1000,29.25
47611.54167,15.86,139.5,1000,20.83
47611.58333,15.02,140.10001,1000,20.709999
47611.625,14.81,141.89999,1000,21.08
47611.66667,13.91,143,1000,27.129999
47611.70833,13.53,142.5,997.70001,36.91
47611.75,13.26,144.39999,924.40002,39.93
47611.79167,11.08,144.8,621.59998,32.849998
47611.83333,10.68,135.39999,599.40002,33.130001
47611.875,13.28,131.7,918,28.93
47611.91667,14.29,134.89999,1000,22.280001
47611.95833,14.77,139.60001,1000,17.950001
47612,13.89,148.89999,1000,11.37
47612.04167,13.94,150.10001,1000,11.32
47612.08333,14.45,153.89999,1000,13.56
47612.125,14.63,154.8,1000,14.76
47612.16667,13.92,153.8,1000,22.190001
47612.20833,13.37,156.2,921.5,38.02
47612.25,13.02,155.5,830.79999,46.790001
47612.29167,13.39,158.3,911.09998,54.380001
47612.33333,13.09,159.60001,863.70001,45
47612.375,13.2,155.60001,876.40002,40.310001
47612.41667,13.65,146.5,951.79999,32.630001
47612.45833,14.63,148.89999,1000,32.150002
47612.5,13.84,152.8,1000,29.389999
47612.54167,13.82,152.7,1000,27.1
47612.58333,13.42,150.39999,1000,24.290001
47612.625,13.47,150.5,982.90002,24.389999
47612.66667,11.58,148.60001,655,26.57
47612.70833,9.6400003,148.60001,336.20001,26.26
47612.75,8.3900003,145.89999,235.39999,38.310001
47612.79167,7.0500002,134.2,173.10001,10.75
47612.83333,12.02,117.2,549.29999,22.4
47612.875,14.17,121.1,1000,12.74
47612.91667,15.68,143.7,1000,5.89
47612.95833,9.8299999,133.7,459.60001,3.04
47613,6.5300002,145.8,196.5,2.89
47613.04167,8.9799995,157.2,431.60001,2.93
47613.08333,10.81,152.10001,518.70001,2.97
47613.125,11.55,143.5,682,2.92
47613.16667,7.4000001,163.39999,254,2.99
47613.20833,7.9499998,161.8,288.79999,4.19
47613.25,8.3299999,151.7,227.39999,15.09
47613.29167,3.8599999,251.3,4.0999999,26.4
47613.33333,6.9200001,314.10001,146.7,26.93
47613.375,7.8699999,337.10001,164.5,25.709999
47613.41667,8.5299997,321.39999,289.70001,26.190001
47613.45833,11.92,300.70001,641.79999,23.049999
47613.5,13.15,304.79999,999.09998,20.879999
47613.54167,12.09,315.60001,767,16.92
47613.58333,11.05,315.70001,648,16.98
47613.625,11.75,314.70001,733.20001,19.24
47613.66667,10.19,299.20001,461.79999,22
47613.70833,12.06,301.39999,769.79999,27.540001
47613.75,11.96,310.39999,856.59998,29.290001
47613.79167,8.9700003,318.89999,351.20001,29.440001
47613.83333,8.3400002,322.60001,277,29.74
47613.875,7.9099998,325.89999,222.3,17.620001
47613.91667,7.75,314.79999,205.10001,11.98
47613.95833,7.3499999,318.89999,170,4.62
47614,7.1999998,319.10001,157.89999,3.46
47614.04167,6.4400001,315.70001,134.7,3.07
47614.08333,6.27,309.60001,135,3.17
47614.125,6.0700002,308.70001,116.3,3.62
47614.16667,5.3699999,309.60001,76.900002,17.26
47614.20833,4.3400002,315.79999,33.5,41.900002
47614.25,3.5999999,330.29999,14.7,47.439999
47614.29167,2.8499999,350.5,-4.5999999,48.27
47614.33333,1.73,352.39999,-4.5999999,43.849998
47614.375,0.98000002,320,-4.5999999,41.790001
47614.41667,0.88999999,265.5,-4.5999999,42
47614.45833,1.13,268.10001,-4.5999999,41.77
47614.5,0.41,256.79999,-4.5999999,38.93
47614.54167,0.62,199,-4.5999999,37.439999
47614.58333,0.88999999,92.900002,-4.5999999,38.18
47614.625,1.26,124.9,-4.5999999,41.299999
47614.66667,2.0599999,125.5,-4.5999999,49
47614.70833,3.02,87.900002,-4.5999999,52.110001
47614.75,3.8099999,89.599998,10.1,57.66
47614.79167,4.73,103.4,29.799999,58.119999
47614.83333,5.4200001,102.1,58.099998,55.380001
47614.875,5.73,106.9,67.699997,56.169998
47614.91667,5.6500001,112.5,64.599998,45.990002
47614.95833,6.25,115.6,94.800003,39.959999
47615,6.5599999,123.2,109.3,35.009998
47615.04167,8.0299997,129.3,218.3,30.26
47615.08333,8.8000002,130.3,280.10001,30.049999
47615.125,8.8900003,135.89999,257.10001,29.940001
47615.16667,8.3599997,135.7,204.5,29.940001
47615.20833,8.2600002,134.3,198.3,32.049999
47615.25,7.6999998,130.3,173,36.139999
47615.29167,7.7800002,120.8,163.39999,39.950001
47615.33333,9.0200005,115,279.60001,37.93
47615.375,8.8500004,104.7,306.89999,33.459999
47615.41667,8.9200001,113.3,298.29999,32.41
47615.45833,8.3000002,108.7,234.5,30.309999
47615.5,8.5,108.1,254,30.01
47615.54167,8.21,102.8,274,28.43
47615.58333,9.0100002,110.9,296.10001,28.07
47615.625,9.1800003,114.9,318.79999,27.690001
47615.66667,9.1199999,104.7,340.70001,30.049999
47615.70833,8.8800001,104.5,318,36.959999
47615.75,10.41,99.800003,476.70001,37.939999
47615.79167,11.8,103.4,650,36.970001
47615.83333,12.8,104.3,883,34.650002
47615.875,13.94,105.3,1000,32.330002
47615.91667,13.65,105.8,988.40002,19.5
47615.95833,13.85,98.800003,1000,26.68
47616,13.67,98.099998,1000,20.889999
47616.04167,13.79,99.5,1000,17.059999
47616.08333,13.78,99.599998,1000,14.92
47616.125,13.22,99.099998,952.40002,14.88
47616.16667,14.07,98.900002,1000,13.77
47616.20833,14,100.5,1000,14.03
47616.25,14.64,103.8,1000,15.37
47616.29167,14.22,101.4,1000,17.74
47616.33333,14.73,98.900002,1000,24.9
47616.375,14,99.900002,1000,28.139999
47616.41667,12.15,93.599998,853.90002,22.799999
47616.45833,13.22,94.400002,992,18.4
47616.5,14.49,99.599998,1000,13.51
47616.54167,13.64,101.1,1000,10.18
47616.58333,12.8,100.1,947.79999,9.89
47616.625,12.8,96.800003,903.70001,11.02
47616.66667,12.3,99.900002,745.59998,17.33
47616.70833,11.09,100.6,570.59998,23.49
47616.75,10.53,104.6,523.90002,26.969999
47616.79167,10.89,99.099998,610.29999,25.129999
47616.83333,11.56,100.4,733.29999,24.07
47616.875,9.8800001,103,487.39999,24.049999
47616.91667,8.2799997,115,345.79999,19.42
47616.95833,9.4700003,105.3,478.29999,19.780001
47617,11.01,103,645.5,16.280001
47617.04167,12.2,102,753.59998,14.13
47617.08333,11.7,103.6,698.90002,14.87
47617.125,10.14,105.7,468.39999,15.62
47617.16667,9.8500004,104.9,400.89999,26
47617.20833,9.6899996,104.2,362.60001,37.57
47617.25,9.3999996,101.8,356.89999,54.060001
47617.29167,9.4499998,106.4,343.60001,58.009998
47617.33333,9.0100002,109.2,266.89999,55.830002
47617.375,9.1800003,107.4,275.89999,50.790001
47617.41667,7.1700001,98.400002,138.7,42.43
47617.45833,8.3699999,89.099998,214.5,40.970001
47617.5,9.9499998,86.300003,349,40.07
47617.54167,9.5900002,80.400002,370,39.849998
47617.58333,9.3900003,73.900002,396.10001,37.84
47617.625,9.1899996,74.400002,339.20001,37.419998
47617.66667,8.21,84.199997,315.10001,36.740002
47617.70833,8.96,89.800003,378,41.009998
47617.75,9.1599998,99.400002,339.60001,43.099998
47617.79167,8.1899996,96.300003,269.20001,42.810001
47617.83333,8.6300001,97.699997,243.60001,40.73
47617.875,7.2800002,96,137.89999,37.299999
47617.91667,8.1999998,85.599998,266.60001,32.25
47617.95833,8.0100002,80,259.70001,32.360001
47618,8.1099997,82.400002,238,30.24
47618.04167,6.27,99.699997,102.1,28.85
47618.08333,5.75,110.1,90.699997,28.02
47618.125,4.4400001,110,36.900002,30.01
47618.16667,2.3299999,103.9,-4.5999999,32.580002
47618.20833,1.61,32.200001,-4.5999999,41.009998
47618.25,2.8800001,44.299999,7.1999998,54.599998
47618.29167,3.1900001,11.1,2.7,58.599998
47618.33333,3.1800001,21.700001,5.6999998,54.549999
47618.375,3.1400001,53.700001,-1.1,51.200001
47618.41667,3.1199999,65.900002,6.8000002,48.900002
47618.45833,3.77,78.599998,32.700001,46.5
47618.5,3.0999999,79.199997,14.7,44.27
47618.54167,2.9100001,64.199997,-4.5999999,41.07
47618.58333,2.9100001,61.5,0.80000001,40.5
47618.625,2.5799999,29.9,-1.1,39.91
47618.66667,3.3699999,14.1,25.6,41.07
47618.70833,4.0300002,16,36.799999,47.900002
47618.75,4.48,12.6,50.599998,50
47618.79167,3.5999999,358,20.299999,49.959999
47618.83333,3.8699999,351.10001,34.200001,47.080002
47618.875,4.9699998,351.10001,76.300003,46.330002
47618.91667,5.1900001,4.6999998,104.6,40.27
47618.95833,6.1999998,13.1,127.3,33.810001
47619,6.9899998,15.1,153.60001,32.349998
47619.04167,8.4899998,0.60000002,260.5,31.93
47619.08333,8.8000002,2.9000001,304.39999,31.219999
47619.125,10.57,15.6,362.29999,31.030001
47619.16667,12.05,16.4,533.59998,34.060001
47619.20833,14,6.8000002,982.90002,45.950001
47619.25,14.82,7.6999998,1000,55.400002
47619.29167,14.22,2.2,1000,60.209999
47619.33333,14.65,0.2,1000,54.099998
47619.375,14.77,357.70001,1000,50.900002
47619.41667,13.92,353.70001,1000,48.360001
47619.45833,14.55,352.60001,1000,43.43
47619.5,15.68,349.29999,1000,40.5
47619.54167,15.46,349.39999,1000,38.169998
47619.58333,15.83,349.20001,1000,36.299999
47619.625,16.379999,346.70001,1000,35.77
47619.66667,16.559999,342.89999,1000,37.139999
47619.70833,16.719999,342.5,1000,40.360001
47619.75,16.65,343.29999,1000,42.029999
47619.79167,16.49,342.79999,1000,42
47619.83333,16.469999,341.79999,1000,39.310001
47619.875,16.309999,340.89999,1000,32.889999
47619.91667,15.44,337.60001,1000,20.639999
47619.95833,16.49,335.10001,1000,19.93
47620,17.129999,333,1000,10.06
47620.04167,16.6,332.5,1000,5.17
47620.08333,16.559999,332.79999,1000,5.12
47620.125,17.299999,333.60001,1000,4.89
47620.16667,16.299999,332.70001,1000,24.870001
47620.20833,16.690001,333,1000,36.189999
47620.25,16.68,335,1000,42.799999
47620.29167,15.45,334.10001,1000,45.119999
47620.33333,14.89,332.89999,1000,43.25
47620.375,15.01,332.89999,1000,42.130001
47620.41667,15.97,340.39999,1000,40.93
47620.45833,16.6,338.5,1000,36.299999
47620.5,16.26,338.10001,1000,35.73
47620.54167,15.39,333.70001,1000,34.57
47620.58333,15.55,334.79999,1000,33.389999
47620.625,15.44,338,1000,29.870001
47620.66667,15.11,339.60001,1000,33.540001
47620.70833,14.98,340.39999,1000,40.799999
47620.75,14.79,339.70001,1000,36.59
47620.79167,14.42,339.79999,1000,35.700001
47620.83333,13.9,339.89999,1000,35.18
47620.875,13.6,338.20001,1000,34.330002
47620.91667,12.87,334,1000,28.950001
47620.95833,11.97,336.39999,845.40002,19.98
47621,11.58,334,753.90002,15.34
47621.04167,10.55,330.60001,559.29999,6
47621.08333,10.19,328.89999,511.20001,5.96
47621.125,9.79,329.60001,452.29999,4.77
47621.16667,9.2200003,328.60001,379.39999,32.220001
47621.20833,9.21,327.10001,374.79999,41.84
47621.25,8.96,328.20001,348,50.720001
47621.29167,8.1099997,320.70001,245.60001,48.82
47621.33333,8.46,322.5,248.89999,42.970001
47621.375,7.8299999,323,168.8,41.799999
47621.41667,6.6900001,318.70001,108.2,39.400002
47621.45833,6.5999999,322.10001,109.6,38.049999
47621.5,6.0700002,329,88.699997,37.200001
47621.54167,4.54,324.10001,50.700001,36.490002
47621.58333,5.4099998,326,70.699997,35.259998
47621.625,5.9499998,342.70001,79.599998,36.439999
47621.66667,5.4299998,347.89999,54.200001,41.580002
47621.70833,4.6100001,357.29999,29.700001,46.470001
47621.75,3.99,350.5,15.3,48.950001
47621.79167,3.04,340.79999,6.5999999,47.369999
47621.83333,3.4400001,6.4000001,5.5,47.32
47621.875,4.1399999,26.200001,24,44.959999
47621.91667,4.3000002,19.799999,18.799999,41.549999
47621.95833,4.8499999,26.1,44.599998,41.91
47622,3.6199999,61.299999,11.5,35.18
47622.04167,4.5500002,89.900002,32.5,34.139999
47622.08333,5.7800002,110.5,66,34.639999
47622.125,5.1700001,111.2,41.700001,34.549999
47622.16667,4.2800002,111,31.799999,34.91
47622.20833,4.3299999,110.3,35,39.880001
47622.25,5.0799999,105.8,45.299999,47.009998
47622.29167,4.8899999,109.6,45.900002,47.029999
47622.33333,5.0799999,113,56.700001,42.970001
47622.375,4.46,117.8,32.299999,33.860001
47622.41667,4.0100002,132.7,19.700001,34.41
47622.45833,4.6700001,144.5,41.5,34.48
47622.5,3.9300001,162.8,18,33.849998
47622.54167,3.1700001,171,-1.2,32.599998
47622.58333,2.1300001,191.60001,-4.5999999,31.780001
47622.625,1.42,218.60001,-4.5999999,31.200001
47622.66667,1.28,305.29999,-4.5999999,35.889999
47622.70833,1.5599999,343.10001,-4.5999999,42.959999
47622.75,1.5,15.5,-4.5999999,43.59
47622.79167,1.14,31.799999,-4.5999999,42.66
47622.83333,2.2,46,-4.5999999,41.029999
47622.875,2.6700001,47.5,-4.5999999,37.580002
47622.91667,1.91,53.599998,-4.5999999,30.700001
47622.95833,1.91,72.099998,-4.5999999,29.940001
47623,2.5899999,95.199997,-4.5999999,27.709999
47623.04167,3.23,90.400002,3.0999999,22.700001
47623.08333,4.1500001,90.199997,31.1,22.610001
47623.125,4.9499998,89.300003,50.099998,18.01
47623.16667,6.27,89,94.300003,17.059999
47623.20833,6.4699998,96.5,121.3,22.700001
47623.25,7.5900002,112.3,174.2,27.559999
47623.29167,8.3599997,129.60001,287.70001,31.65
47623.33333,8.3900003,144.10001,307.39999,32.5
47623.375,9.5299997,148.2,426.20001,32.939999
47623.41667,9.2700005,145.5,360.70001,32.310001
47623.45833,9.6499996,139.60001,472.20001,30.709999
